Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-pampa_ncats,tdc-approved_pampa_ncats,tdc-hia_hou,tdc-pgp_broccatelli,tdc-bioavailability_ma,tdc-vdss_lombardo,tdc-cyp2c19_veith,tdc-cyp2d6_veith,tdc-cyp3a4_veith,tdc-cyp1a2_veith,tdc-cyp2c9_veith,tdc-cyp2c9_substrate_carbonmangels,tdc-cyp2d6_substrate_carbonmangels
CC(=O)c1ccc(N2CCC(c3cc(-c4ccc(Cl)cc4Cl)n[nH]3)CC2)c([N+](=O)[O-])c1,,,,,,1.0,0.0,1.0,,1.0,,,,,,,
CC(=O)c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccco2)cc1,,,,,,1.0,,,,1.0,,,,,,,
CC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCOCC2)cc1,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
CC(=O)c1ccc(NC(=O)Cn2nc(C)cc2C)cc1,,,,,,0.0,0.0,0.0,,,,,,,,,
CC(=O)c1ccc(OC(=O)C2c3ccccc3Oc3ccccc32)cc1,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,,
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,,,,,,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,,,,,,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,,
CC(=O)c1cccc(NC(=O)CCC2CCCC2)c1,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(=O)c1cccc(NC(=O)CSCc2ccccc2)c1,,,,,,1.0,1.0,,1.0,,,,,,,,
CC(=O)c1cccc(NC(=S)NC(=O)CC(C)(C)C)c1,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(=O)c1cccc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3ccc(F)cc3)cc2)c1,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
CC(=O)c1cn(CC(=O)Nc2c(C)cccc2C)c2ccccc12,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,
CC(=O)c1cn(CC(=O)Nc2ccccc2C)c2ccccc12,,,,,,1.0,1.0,,,1.0,,,,,,,
CC(=O)c1cn(CCCCCCCCCCn2cc(C(C)=O)c(=O)[nH]c2=O)c(=O)[nH]c1=O,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
CC(=O)c1cn(CCNc2ncc(C(F)(F)F)cc2Cl)c(=O)[nH]c1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(=O)c1cnc2c(C(=O)O)cnn2c1C,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(=O)c1cnc2cc(C)nn2c1C,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,
CC(=O)c1sc(N)c(C(=O)OC(C)C)c1C,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,,
CC(=O)n1c(COS(C)(=O)=O)nc2ccccc21,,,,,,0.0,,,,0.0,,,,,,,
CC(=O)n1cc(/C=N/NC(=O)c2sc(C)nc2C)c2ccccc21,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
CC(=O)n1nc(-c2ccco2)nc1N,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,,,
CC(C(=O)NC1CCCC1)N(C(=O)c1ccc(-c2ccccc2)[nH]1)c1ccccc1F,,,,,,1.0,0.0,1.0,,1.0,,,,,,,
CC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,
CC(C(=O)NCc1ccc2c(c1)OCO2)N1c2cccc3cccc(c23)S1(=O)=O,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
CC(C(=O)Nc1ccccc1Sc1ccccc1)N(c1ccccc1)S(C)(=O)=O,,,,,,1.0,,1.0,0.0,1.0,,,,,,,
CC(C(=O)Nc1cccnc1)N1C(=O)C2C3C=CC(C3)C2C1=O,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C(=O)c1c[nH]c2ccccc12)N1CCSCC1,,,,,,1.0,1.0,0.0,1.0,,,,,,,,
CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,
CC(C)(C)C(=O)CP(=O)(O)O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)C(=O)N1CCC(O)(CS(=O)(=O)Cc2ccc(Cl)cc2)CC1,,,,,,0.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)C(=O)N1CCc2cc(-c3csc(N)n3)ccc21,,,,,,1.0,0.0,1.0,1.0,,,,,,,,
CC(C)(C)C(=O)NC(=C(Cl)Cl)P(=O)(O)O,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)(C)C(=O)NC(=S)NCCc1ccccc1,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(C)(C)C(=O)NC(Nc1cccc2cccnc12)C(Cl)(Cl)Cl,,,,,,1.0,,,1.0,1.0,,,,,,,
CC(C)(C)C(=O)NNC(=O)CCCOc1ccc(Cl)cc1Cl,,,,,,1.0,0.0,0.0,,,,,,,,,
CC(C)(C)C(=O)Nc1ccc2c(c1)-c1cc(NC(=O)C(C)(C)C)ccc1C2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)C(=O)Nc1cccn2c(C(F)(F)F)nnc12,,,,,,0.0,,0.0,1.0,,,,,,,,
CC(C)(C)C(=O)Nc1ccnc(-c2cccnc2)n1,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@H]2SC1(C)C,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(C)C(=O)OCc1cn(-c2ccc(Cl)cc2)nn1,,,,,,1.0,0.0,0.0,1.0,,,,,,,,
CC(C)(C)C(=O)[C@H]([C@@H](c1ccccc1)N1CCOCC1)N1CCOCC1,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(C)C(=O)[C@H]1[C@H](c2ccccc2)[C@@]2(N=C(c3ccccc3)OC2=O)C2c3ccccc3C=NN21,,,,,,1.0,0.0,0.0,,1.0,,,,,,,
CC(C)(C)C1CCC(OCC(O)CN2CCN(c3ccccc3)CC2)CC1.Cl,,,,,,0.0,1.0,,0.0,0.0,,,,,,,
CC(C)(C)C1CCC2(CC1)CCN(CCCN1CCOCC1)CC2,,,,,,0.0,,0.0,,0.0,,,,,,,
CC(C)(C)C1CCC2(CC1)NC(CO)(CO)CO2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)C1CCc2c(C(=O)N/N=C/c3cccs3)csc2C1,,,,,,1.0,0.0,0.0,0.0,,,,,,,,
CC(C)(C)CC(=O)NC(=S)Nc1ccccc1C(F)(F)F,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(C)(C)CC(C)(C)c1cc(O)c(O)c(CN2CCCCC2)c1,,,,,,0.0,0.0,,0.0,,,,,,,,
CC(C)(C)CC(C)(C)c1ccc(O)c(C[N+](C)(C)[O-])c1,,,,,,0.0,,,0.0,0.0,,,,,,,
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)CC(C)(C)c1ccc(OCOCCOCCO)c(Cc2cc(C(C)(C)CC(C)(C)C)cc(Cc3cc(C(C)(C)CC(C)(C)C)ccc3OCOCCOCCO)c2OCOCCOCCO)c1,,,,,,0.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)CNCCO,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)Cn1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,
CC(C)(C)N(NC(=O)Nc1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,,,,,,1.0,1.0,1.0,,1.0,,,,,,,
CC(C)(C)N(NC(=O)Nc1ccccc1)C(=O)c1ccccc1Cl,,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,
CC(C)(C)N1C(=O)[C@@H]2CC=C3C(=O)[C@H]4O[C@H]4[C@@H](O)[C@H]3[C@H]2C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C=C[C@@H](O)[C@H]32)C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C[C@@H](O)[C@@H](O)[C@H]32)C1=O,,,,,,0.0,0.0,,,,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@@H]3/C(=N\NC(=O)OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@H]3/C(=N\NC(=O)OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(C)N1C(=O)[C@H]2CC[C@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)C(=O)N/N=C/c1ccc(Br)cc1,,,,,,1.0,0.0,0.0,,,,,,,,,
CC(C)(C)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,,,,,,0.0,,1.0,0.0,,,,,,,,
CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)C1CSC(=O)C1)c1ccc(F)cc1,,,,,,0.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)C1Cc2ccccc2CN1C(=O)Nc1ccccc1Cl,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)CN(Cc1cccs1)C(=O)C1COc2ccccc2O1,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,
CC(C)(C)NC(=O)CN(Cc1cccs1)C(=O)CCC(=O)Nc1nccs1,,,,,,1.0,,1.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)COC(=O)c1cncc(Br)c1,,,,,,1.0,0.0,,,0.0,,,,,,,
CC(C)(C)NC(=O)CSC(=Nc1ccc(F)cc1)NC#N,,,,,,1.0,,0.0,1.0,1.0,,,,,,,
CC(C)(C)NC(=O)CSc1nnc(Cc2ccc3c(c2)OCO3)n1C1CCCCC1,,,,,,0.0,,1.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)Cn1cnc([N+](=O)[O-])n1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=O)NC(=O)CSc1nnc2ccccn12,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@H]3CC[C@@]12C,,,,,,1.0,0.0,,0.0,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@@H]2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,,,,,,0.0,,1.0,0.0,0.0,,,,,,,
CC(C)(C)NC(=S)Nc1ccc(Nc2ccccc2)cc1,,,,,,1.0,1.0,,1.0,1.0,,,,,,,
CC(C)(C)NCC[C@@H](O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12.O=P(O)(O)O,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)NC[C@@H](O)COc1cccc2[nH]c(C#N)cc12,,,,,,1.0,,1.0,,0.0,,,,,,,
CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1,,,,,,0.0,1.0,0.0,,,,,,,,,
CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@@H](O)[C@@H](O)C2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,
CC(C)(C)NC[C@H](O)c1cc(Cl)c(N)c(Cl)c1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)NC[C@H](O)c1ccccc1Cl,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)C(Sc2ccccc2)c2ccccc2)cc1,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,,,,,,1.0,,0.0,,1.0,,,,,,,
CC(C)(C)NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,,,,,,0.0,0.0,,0.0,1.0,,,,,,,
CC(C)(C)OC(=O)COc1cc(OCC(=O)OC(C)(C)C)c2c(=O)cc(-c3ccccc3)oc2c1,,,,,,1.0,0.0,0.0,0.0,,,,,,,,
CC(C)(C)OC(=O)N1CCCC1C(=O)NCCc1ccccc1,,,,,,1.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)OC(=O)NCCc1nnc(SCC(=O)Nc2cccc(Cl)c2)o1,,,,,,1.0,0.0,1.0,,,,,,,,,
CC(C)(C)OC(=O)[C@H]([C@@H]1N[C@@H](C(=O)O)C(C)(C)S1)N1C(=O)c2ccccc2C1=O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)S(=O)(=O)c1cnc2c(-c3ccc(F)cc3)cnn2c1N,,,,,,1.0,0.0,,,0.0,,,,,,,
CC(C)(C)[Si](C)(C)c1c2c(nc3ccc(OCc4ccccc4)cc13)-c1cccc(=O)n1C2,,,,,,0.0,0.0,1.0,1.0,,,,,,,,
CC(C)(C)c1[nH]nc2c1C(c1ccc(OC(=O)c3ccco3)cc1)C(C#N)=C(N)O2,,,,,,0.0,,1.0,1.0,1.0,,,,,,,
CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
CC(C)(C)c1cc(Br)c(O)c(CN(Cc2cc(C(C)(C)C)cc(Br)c2O)C2CCCCC2)c1,,,,,,1.0,1.0,0.0,,,,,,,,,
CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,
CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1cc2cccnc2n1Cc1ccccc1,,,,,,1.0,,,1.0,0.0,,,,,,,
CC(C)(C)c1ccc(-c2c(C#N)c(N)nc3c2CCCC3)s1,,,,,,1.0,0.0,,1.0,,,,,,,,
CC(C)(C)c1ccc(-c2nnc(SCc3ccc(Cl)cc3)n2-c2cccc(C(F)(F)F)c2)cc1,,,,,,0.0,0.0,,,,,,,,,,
CC(C)(C)c1ccc(C(=O)N2CCC(C(=O)NCCC3=CCCCC3)CC2)cc1,,,,,,1.0,1.0,0.0,0.0,1.0,,,,,,,
CC(C)(C)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1,,,,,,1.0,0.0,0.0,,0.0,,,,,,,
CC(C)(C)c1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)cc2)cc1,,,,,,1.0,0.0,0.0,,1.0,,,,,,,
CC(C)(C)c1ccc(C(=O)c2c[nH]c(C(=O)NCCCn3ccnc3)c2)cc1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
CC(C)(C)c1ccc(CN(Cc2ccco2)Cc2nnnn2C2CCCC2)cc1,,,,,,1.0,,1.0,0.0,1.0,,,,,,,
CC(C)(C)c1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,
CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,,,,,,1.0,0.0,,,0.0,,,,,,,
CC(C)(C)c1ccc(O)c(CN(Cc2c(O)ccc3ccccc23)C2CCCCC2)c1,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
CC(C)(C)c1ccc(O)c(CN(Cc2cc(C(C)(C)C)ccc2O)C2CCCCC2)c1,,,,,,1.0,1.0,0.0,,0.0,,,,,,,
CC(C)(C)c1ccc(O)c(CN(Cc2cc(C(C)(C)C)ccc2O)c2ccccc2)c1,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1ccc(O)c(C[N+](C)(C)C)c1,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1ccc(OC(=O)Nc2ccc(O)c(C(=O)O)c2)cc1,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1ccc(S(=O)(=O)N2CC3CC(C2)c2cccc(=O)n2C3)cc1,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(C)c1cccc(Oc2nn[nH]n2)c1,,,,,,1.0,0.0,,0.0,,,,,,,,
CC(C)(C)c1nc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)c2ccccc2n1,,,,,,1.0,0.0,,0.0,1.0,,,,,,,
CC(C)(C)c1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2n1,,,,,,1.0,0.0,1.0,,1.0,,,,,,,
CC(C)(C)c1nc2ccccc2c2nnc(SCC(=O)Nc3nc4ccccc4s3)n12,,,,,,1.0,0.0,1.0,,,,,,,,,
CC(C)(C)c1nnc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)s1,,,,,,1.0,0.0,,0.0,1.0,,,,,,,
CC(C)(C)c1o[nH]c(=O)c1C[C@H]([NH3+])C(=O)[O-],,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@@H](N)C(=O)O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,,,,,,1.0,0.0,0.0,1.0,,,,,,,,0.0
CC(C)(C)n1nc(C2CC2)cc1NC(=O)Nc1ccc(Cl)cc1,,,,,,1.0,0.0,,0.0,0.0,,,,,,,
CC(C)(C)n1ncc2c(=O)n(CC(=O)NCc3ccccc3Cl)cnc21,,,,,,1.0,,0.0,0.0,,,,,,,,
CC(C)(C)n1ncc2c(=O)n(Cc3ccc(Cl)cc3Cl)cnc21,,,,,,1.0,,,1.0,1.0,,,,,,,
CC(C)(C)n1nnnc1C(c1cccnc1)N(Cc1ccccc1)Cc1ccco1,,,,,,1.0,,1.0,0.0,1.0,,,,,,,
CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,,,,0.0,1.0,1.0,,0.0,,,,,,,
CC(C)(CC(=O)N1CCN(c2ccc(Cl)cc2)CC1)CC1=NS(=O)(=O)c2ccccc2N1,,,,,,1.0,,1.0,,,,,,,,,
CC(C)(CC(=O)Nc1ccccc1)C(=O)O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(CCC(C)(C)c1ccccc1)c1ccccc1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(CCP(=O)(O)O)C(=O)O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(CCc1nc2ccccc2[nH]1)C(=O)O,,,,,,0.0,0.0,0.0,,,,,,,,,
CC(C)(CN)CN,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)(CN)SCc1ccccc1,,,,,,0.0,,1.0,1.0,0.0,,,,,,,
CC(C)(CNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1)CNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,,
CC(C)(CO)N1CCN(C(=S)Nc2ccccc2)CC1,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)(CO)[C@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@H](O)C(=O)NCCC(=O)[O-].O.[Ca+2],,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(CO)[C@H](O)C(=O)NCCCO,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C)[N+](=O)[O-],,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(C[C@@]1(C)NC(=O)NC1=O)OCc1ccccc1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,
CC(C)(N)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(N)CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(N=NC(C)(C)C(=N)N)C(=N)N.Cl,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)(N=NC(C)(C)C1=NCCN1)C1=NCCN1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(O)/C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@@]12C,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)(O)[C@H]1O[C@@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6ccccc6c5C[C@@H]4CC[C@]3(O)C2=CC1=O,,,,,,0.0,0.0,,,0.0,,,,,,,
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1)C(=O)O.O.O.O.O.O,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1cccnc1,,,,,,1.0,0.0,,1.0,1.0,,,,,,,
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccncc1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
CC(C)(S)[C@H](N)C(=O)O,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)(SCc1ccccc1)[C@H](N)C(=O)O,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)(c1ccc(OC[C@@H]2CO2)cc1)c1ccc(OC[C@H]2CO2)cc1,,,,,,0.0,0.0,0.0,,0.0,,,,,,,
CC(C)/C(=N/[N+](C)(C)C)c1ccccc1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)=C1C(=O)C(c2ccccc2)=C2CN3C(=O)N(CCc4ccccc4)C(=O)[C@]3(C)[C@H]21,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,,
CC(C)=C1C(=O)C(c2ccccc2)=C2CN3C(=O)N(CCc4ccccc4)C(=O)[C@]3(Cc3ccc(C(F)(F)F)cc3)[C@H]21,,,,,,1.0,0.0,,0.0,1.0,,,,,,,
CC(C)=C1C(=O)NN(c2ccc(F)c(Cl)c2)C1=O,,,,,,0.0,0.0,0.0,,,,,,,,,
CC(C)=CC(=O)Nc1nnc(C(C)C)s1,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,,
CC(C)=CC(=O)OCC(=O)Nc1ncc(Cl)c(C)c1Cl,,,,,,1.0,0.0,0.0,1.0,,,,,,,,
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,,,,,,0.0,0.0,,1.0,,,,,,,,
CC(C)=CCC/C(C)=C/CO,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,,,0.0,0.0,,,,,,,
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,,,,,,0.0,,0.0,0.0,0.0,,,,,,,
