chembl,indication,max_phase,status,smiles,canonical_smiles,drug_id,drug_id_type,cell_line,IC50,EC50,AUC,confidence,data_set
CHEMBL1336,EFO_0000182,3,"Active, not recruiting",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,"Active, not recruiting",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,"Active, not recruiting",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,"Active, not recruiting",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,"Active, not recruiting",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,Unknown status,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,Recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,3,Withdrawn,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL428647,EFO_0000702,2,Terminated,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,BRD-K62008436-001-23-9,broad_id,NCIH841_LUNG,0.001751817511,0.001386974991,0.4284476614,0.3536505652,PRISM
CHEMBL3137309,EFO_0000702,1,Withdrawn,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,BRD-K62391742,Broad_ID,NCI-H1105,6.875,6.875,0.4286,0.7417,CTRP
CHEMBL553,EFO_0000571,1,Terminated,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,BRD-K70401845-001-15-7,broad_id,HCC827_LUNG,0.02104826419,0.01682530342,0.429313362,0.8497668774,PRISM
CHEMBL481,EFO_0000519,2,Terminated,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,728073,NCI-60 NSC,SF-295,7.167,8.325,0.4302,0.9328,NCI-60
CHEMBL553,EFO_0000571,1,Terminated,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,BRD-K70401845-003-09-6,broad_id,HCC827_LUNG,0.02779012179,0.02618819441,0.4309266559,0.8793682115,PRISM
CHEMBL3545154,EFO_0000571,2,Terminated,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,783296,NCI-60 NSC,EKVX,6.83,6.83,0.4314,0.3357,NCI-60
CHEMBL1421,EFO_0000519,2,Withdrawn,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,BRD-K49328571-001-15-0,broad_id,8MGBA_CENTRAL_NERVOUS_SYSTEM,0.009335805634,0.001862628444,0.4343901259,0.4848667707,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,2,Completed,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,JHH7_LIVER,3.727711793,3.61710185,0.8972499329,0.6275188575,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,PLCPRF5_LIVER,3.348469861,2.820345787,0.905129429,0.3555027294,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU423_LIVER,0.8263983624,0.7127871285,0.7988264091,0.2778669207,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-075-15-2,broad_id,SNU449_LIVER,0.2744438065,0.1897955118,0.6406659625,0.5382693344,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,HEP3B217_LIVER,3.789693532,3.295906685,0.911098515,0.6901046154,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH5_LIVER,0.2453026652,0.2025038821,0.5884610105,0.3618873094,PRISM
CHEMBL1336,EFO_0000182,2,Not yet recruiting,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRD-K23984367-001-07-5,broad_id,JHH7_LIVER,2.561885479,2.620022801,0.8431328713,0.5854964129,PRISM
CHEMBL483254,EFO_0000519,2,Withdrawn,Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,BRD-K02130563-001-11-4,broad_id,SF126_CENTRAL_NERVOUS_SYSTEM,0.04059631537,0.04044896958,0.434958018,0.7999902169,PRISM
CHEMBL92,EFO_0000182,2,Terminated,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,BRD-K30577245-341-01-9,broad_id,SNU398_LIVER,0.02205470852,0.01995599749,0.4355823385,0.7888816327,PRISM
CHEMBL483254,EFO_0000519,2,Withdrawn,Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,BRD-K02130563-001-11-4,broad_id,KNS60_CENTRAL_NERVOUS_SYSTEM,0.04036581266,0.03969328617,0.4413907366,0.8337683591,PRISM
