smiles,drug_id,drug_id_type,cell_line,tox21-ar-bla-agonist-p1,tox21-ar-bla-antagonist-p1,tox21-elg1-luc-agonist-p1,tox21-er-bla-agonist-p2,tox21-er-bla-antagonist-p1,tox21-erb-bla-antagonist-p1,tox21-erb-bla-p1,tox21-err-p1_agonist,tox21-fxr-bla-agonist-p2,tox21-fxr-bla-antagonist-p1,tox21-pgc-err-p1_agonist,tox21-ppard-bla-agonist-p1,tox21-ppard-bla-antagonist-p1,tox21-pparg-bla-agonist-p1,tox21-pparg-bla-antagonist-p1,tox21-pr-bla-agonist-p1,tox21-pr-bla-antagonist-p1,tox21-rt-viability-hek293-p1_glo 8 hr,tox21-rt-viability-hek293-p1_glo 40 hr,tox21-rt-viability-hek293-p1_flor 16 hr,tox21-rt-viability-hek293-p1_flor 24 hr,tox21-rt-viability-hek293-p1_flor 32 hr,tox21-rt-viability-hek293-p1_flor 40 hr,tox21-rt-viability-hek293-p1_flor 0 hr,tox21-rt-viability-hek293-p1_flor 8 hr,tox21-rt-viability-hek293-p1_glo 0 hr,tox21-rt-viability-hek293-p1_glo 16 hr,tox21-rt-viability-hek293-p1_glo 24 hr,tox21-rt-viability-hek293-p1_glo 32 hr,tox21-rxr-bla-agonist-p1,tox21-sbe-bla-agonist-p1,tox21-sbe-bla-antagonist-p1,tox21-trhr-hek293-p1_agonist,tox21-trhr-hek293-p1_antagonist,tox21-tshr-agonist-p1,tox21-tshr-antagonist-p1,tox21-tshr-wt-p1,tox21-vdr-bla-agonist-p1,tox21-vdr-bla-antagonist-p1
CC=2CCCC(C)(C)C=2/C=CC(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,144205110,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.Clc2cc(N)cc(Cl)c2NC1=NCCN1,144204758,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NCCC#N.O=C(O)/C=C/C(=O)O.N#CCCN,144204760,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(O)O.N=C(N)NCCCCNC(=N)N,144206737,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(O)O.C[C@H](CC)CCCCC(=O)N[C@H](CCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]2CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC2=O)CCN)[C@@H](C)O,144204879,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC=5OC(=O)OC=5COC(=O)c4c(nc(CCC)n4Cc1ccc(cc1)c3ccccc3c2nnnn2)C(C)(C)O,144204998,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C\C=C(\c1csc(N)n1)C(=O)N[C@@H]3C(=O)N2C(=CCS[C@@H]23)C(=O)O,144204999,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)[C@@H](C(C)C)N(Cc1ccc(cc1)c2ccccc2c3nnnn3)C(=O)CCCC,144205000,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(cc1)Sc2ccc(N)cc2,144213966,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl.CS(=O)(=O)Nc4ccc(Nc1c3ccccc3nc2ccccc12)c(OC)c4,144204763,PUBCHEM_SID,HEK293_KIDNEY,1.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Br\C=C\C1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,144204764,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.CC(C)(C)[C@]4(O)CCN5C[C@@H]2c3c(cccc3CCc1ccccc12)[C@@H]5C4,144204766,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)O.c1cc(cc2ccccc12)C3=NCCN3,144204767,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.N[C@H](Cc1ccccc1)[C@H](O)C(=O)N[C@H](CC(C)C)C(=O)O,144204768,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@@H]4NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C(Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H]5CCCN5C(=O)[C@@H](Cc3ccccc3)NC4=O)Cc6ccccc6)C(C)C,144204887,PUBCHEM_SID,HEK293_KIDNEY,1.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Ca+2].O=S(C)(=O)N(C)c1nc(c(/C=C/C(O)CC(O)CC([O-])=O)c(n1)C(C)C)c2ccc(F)cc2.[O-]C(=O)CC(O)CC(O)/C=C/c2c(nc(nc2c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C,144205002,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
OCCOc1ccc(cc1OCCO)C=4Oc5cc(OCCO)cc(O)c5C(=O)C=4O[C@@H]3O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]3O,144205003,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+]([O-])c1ccc(N)cc1,144213992,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc3ccc4C[C@H]2[C@@H](C)[C@](C)(CCN2CC1CC1)c4c3,144207062,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Na+].O.O.[O-]S(=O)(=O)O[C@H]4CC[C@@]2(C)C(=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12)C4,144204774,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC,144204776,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,144204897,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)CN(CC(=O)O)CC5=CC4C(Oc1cc(O)c(cc1C43OC(=O)c2ccccc23)CN(CC(=O)O)CC(=O)O)=CC5=O,144204898,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(Cl)cc1,144213991,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl.N[C@@H](Cc1cncn1)C(=O)O,144204785,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.Cl.COc1ccc(cc1)C[C@H](N)C(=O)N[C@@H]4[C@@H](CO)O[C@@H](n3cnc2c3ncnc2N(C)C)[C@@H]4O,144204905,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]4CCCCN34,144205021,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1scc(n1)\C(=N\OC)C(=O)N[C@@H]4C(=O)N3C(=C(/C=C\c2scnc2C)CS[C@@H]34)C(=O)OCOC(=O)C(C)(C)C,144206748,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CCCC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,144214045,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl.Clc1ccc(cc1Cl)[C@@H]3C[C@@H](NC)c2ccccc23,144204789,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.Ic1ccc(CC(C)NC(C)C)cc1,144204790,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Na+].[O-]C(=O)C[C@@H](CC(=O)Nc1c(C)cc(C)cc1C(=O)N3CCC2(CCCC2)CC3)c5cccc4ccccc45,144204791,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oc2ccccc2C(=O)Oc1ccc(NC(C)=O)cc1,144204910,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=C(CO1)[C@H]2CC[C@@]9(O)[C@]2(C)[C@H](O)C[C@H]4[C@H]9CC[C@@H]3C[C@H](CC[C@@]34C)O[C@@H]8O[C@H](C)[C@@H](O[C@@H]7O[C@H](C)[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](OC(C)=O)C6)[C@@H](O)C7)[C@@H](O)C8,144204914,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NC[C@@H](CC(C)C)CC(=O)O,144205028,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)NCCC3CCc2ccc1OCCc1c23,144205029,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.COc1ccc(cc1C(O)C(C)N)OC,144204799,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Na+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N=C)c1ccccc1)[C@H]3SC2(C)C,144204918,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Ca+2].[O-]P([O-])(=O)[C@H]1O[C@H]1C,144204919,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[O-]C(=O)C=3N4C(=O)[C@@H](NC(=O)Cc1cccs1)[C@H]4SCC=3C[n+]2ccccc2,144204921,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C(O)C(O)C(=O)O.O=C(OCC)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,144205033,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Cu+2].[Na+].[Na+].[Na+].[O-]C(=O)c1c(C)c2[n-]c1c(CC([O-])=O)c5nc(cc4[n-]c(cc3nc(c2)C(CC)=C3C)c(C=C)c4C)C(C)C5CCC([O-])=O,144205035,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCCCCCCCCCCC1CCCC1)Nc2ccc(cc2)S(=O)(=O)c3ccc(cc3)NC(=O)CCCCCCCCCCCCC4CCCC4,144205038,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brc2ccccc2c1ccccc1,144214000,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Na+].O.OC(/C=C/C([O-])=O)c1ccc(Cl)cc1,144204804,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCC(C)(C)CC1)[C@@H](N)CCC(=O)O,144204806,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Cl-].C[N+](C)(C)CCOC(=O)NC,144204809,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(O)CN,144204928,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Br.Oc1ccc(CC(C)N)cc1,144205040,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@]12O[C@H]4O[C@H](O)[C@H](C)C3CC[C@@H](C)[C@H](CC1)[C@@]34OO2,144205041,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1)nccc2[C@@H](OC(=O)OCC)[C@@H]4C[C@@H]3CC[N@]4C[C@@H]3C=C,144205045,PUBCHEM_SID,HEK293_KIDNEY,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[O-][N+](=O)c2c3ccccc3cc1ccccc12,144213986,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-][N+](=O)c1ccc2nc(N)sc2c1,144214005,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H]1C(=O)N=C2Nc3cccc(Cl)c3CN12,144204815,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.CCCN1CCC[C@H](C1)c2cccc(O)c2,144204816,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oc1cc2OC(=O)Sc2cc1,144204937,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
N[C@@H]3CC[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N,144205049,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Na+].[Na+].[Na+].[Na+].C[C@@H]1[C@@H](NC(C)=O)[C@@H](OC2[C@H](O)[C@@H](O)[C@H](OC3[C@H]4CO[C@H](O4)[C@H](NS([O-])(=O)=O)[C@H]3O)OC2C([O-])=O)O[C@H](CO)[C@H]1O[C@@H]1CC([C@@H](O[C@H]2O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]3OC(=C[C@H](O)[C@H]3O)C([O-])=O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C([O-])=O,144205050,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCSSSCC=C,144205053,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(cc1O)[N+]([O-])=O,144213997,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OCCOCC,144213989,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)[C@H](N)CO,144204821,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(ccc1OC)CCNC[C@H](O)c2ccc(O)cc2,144204824,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)/C=C\C(=O)O.COc1cc2CCN(C)C[C@@H](c2cc1OC)c3ccccc3,144204827,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,144204943,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C)Oc1cccc(c1OC(C)=O)C(=O)O,144205057,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cl.C[C@H]6[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]1C[C@@H](O)CC[C@]1(C)[C@H]4CC[C@]23C)O[C@]56CC[C@H](C)CN5,144205059,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O[C@H](CO)[C@H](O)[C@H](O)CO,144205060,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O[C@@H]3COC(=O)\C3=C\C[C@@H]1C(=C)CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]12C,144205061,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1c([N+]([O-])=O)c(Cl)c(Cl)cc1Cl,144213974,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4ncc(C[C@H]2N(C)C1)c34,144204835,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
[Na+].C[C@H]2C[C@](CC)(O[C@@H]2[C@@H](CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C([O-])=O)[C@H]3CC[C@](O)(CC)[C@H](C)O3,144204949,PUBCHEM_SID,HEK293_KIDNEY,0.0,1.0,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O[C@H]2[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](CO)O[C@@H](O)[C@@H]2O,144205065,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@H](CC)CC[C@@H](C)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@@H](O)CC[C@@]12C,144205067,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(ccc1SC)OP(=O)(NC(C)C)OCC,144214042,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1cc(C(=O)CCC)c(O)cc1O,144214013,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN4[C@H]1CC[C@@H]4CC(C1)OC(=O)c3cnc2ccccc23.CI,144204840,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
N=C(N)NCC1COc2ccccc2O1,144205384,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCC(CC1)(c2ccccc2)N3CCCC3,144205385,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCC(CC1)(c2cccs2)N3CCCCC3,144205386,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCCCCCCCCCCCCC)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,144205387,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCC\C=C/C/C=C\C/C=C\CCCCC,144205388,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
N[C@@H](CCC(=O)OC)C(=O)O,144205389,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O[C@@H]2O[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)[C@H](O)[C@H]2O)C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)C(=O)O[C@@H]4O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]4O,144205390,PUBCHEM_SID,HEK293_KIDNEY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
